id	Desplazamiento	Velocidad	Aceleracion
5.130000	-0.135499	0.937085	5.476108	
5.140000	-0.125860	0.990134	5.104733	
5.150000	-0.115709	1.039354	4.712579	
5.160000	-0.105087	1.084544	4.301169	
5.170000	-0.094033	1.125520	3.872103	
5.180000	-0.082591	1.162112	3.427054	
5.190000	-0.070806	1.194170	2.967762	
5.200000	-0.058723	1.221559	2.496025	
5.210000	-0.046390	1.244163	2.013692	
5.220000	-0.033856	1.261888	1.522661	
5.230000	-0.021169	1.274653	1.024862	
5.240000	-0.008380	1.282403	0.522259	
5.250000	0.004462	1.285098	0.016835	
5.260000	0.017305	1.282720	-0.489411	
5.270000	0.030100	1.275271	-0.994474	
5.280000	0.042794	1.262774	-1.496352	
5.290000	0.055338	1.245269	-1.993052	
5.300000	0.067683	1.222819	-2.482598	
5.310000	0.079779	1.195506	-2.963040	
5.320000	0.091577	1.163429	-3.432461	
5.330000	0.103032	1.126711	-3.888987	
5.340000	0.114096	1.085488	-4.330790	
5.350000	0.124727	1.039917	-4.756098	
5.360000	0.134881	0.990173	-5.163203	
5.370000	0.144517	0.936446	-5.550467	
5.380000	0.153597	0.878943	-5.916328	
5.390000	0.162084	0.817886	-6.259305	
5.400000	0.169944	0.753511	-6.578008	
5.410000	0.177144	0.686070	-6.871141	
5.420000	0.183656	0.615823	-7.137506	
5.430000	0.189452	0.543045	-7.376012	
5.440000	0.194510	0.468020	-7.585675	
5.450000	0.198806	0.391042	-7.765625	
5.460000	0.202325	0.312413	-7.915108	
5.470000	0.205050	0.232441	-8.033490	
5.480000	0.206970	0.151441	-8.120260	
5.490000	0.208077	0.069731	-8.175031	
5.500000	0.208364	-0.012365	-8.197543	
5.510000	0.207829	-0.094524	-8.187663	
5.520000	0.206474	-0.176421	-8.145387	
5.530000	0.204303	-0.257732	-8.070839	
5.540000	0.201323	-0.338135	-7.964270	
5.550000	0.197544	-0.417309	-7.826060	
5.560000	0.192982	-0.494941	-7.656715	
5.570000	0.187652	-0.570721	-7.456864	
5.580000	0.181575	-0.644347	-7.227258	
5.590000	0.174773	-0.715526	-6.968768	
5.600000	0.167273	-0.783971	-6.682379	
5.610000	0.159104	-0.849411	-6.369188	
5.620000	0.150296	-0.911580	-6.030402	
5.630000	0.140884	-0.970230	-5.667329	
5.640000	0.130904	-1.025123	-5.281374	
5.650000	0.120395	-1.076039	-4.874038	
5.660000	0.109397	-1.122770	-4.446904	
5.670000	0.097954	-1.165127	-4.001640	
5.680000	0.086110	-1.202935	-3.539985	
5.690000	0.073911	-1.236041	-3.063747	
5.700000	0.061405	-1.264307	-2.574791	
5.710000	0.048641	-1.287615	-2.075039	
5.720000	0.035670	-1.305867	-1.566455	
5.730000	0.022541	-1.318984	-1.051042	
5.740000	0.009307	-1.326908	-0.530831	
5.750000	-0.003979	-1.329602	-0.007877	
5.760000	-0.017267	-1.327048	0.515754	
5.770000	-0.030503	-1.319249	1.037991	
5.780000	-0.043635	-1.306231	1.556763	
5.790000	-0.056610	-1.288038	2.070013	
5.800000	-0.069378	-1.264736	2.575703	
5.810000	-0.081888	-1.236411	3.071822	
5.820000	-0.094090	-1.203168	3.556395	
5.830000	-0.105936	-1.165134	4.027489	
5.840000	-0.117378	-1.122453	4.483223	
5.850000	-0.128370	-1.075288	4.921777	
5.860000	-0.138869	-1.023820	5.341393	
5.870000	-0.148833	-0.968247	5.740388	
5.880000	-0.158221	-0.908785	6.117158	
5.890000	-0.166996	-0.845664	6.470188	
5.900000	-0.175123	-0.779130	6.798050	
5.910000	-0.182568	-0.709440	7.099419	
5.920000	-0.189302	-0.636868	7.373071	
5.930000	-0.195297	-0.561696	7.617891	
5.940000	-0.200529	-0.484219	7.832877	
5.950000	-0.204975	-0.404741	8.017144	
5.960000	-0.208618	-0.323573	8.169928	
5.970000	-0.211442	-0.241034	8.290587	
5.980000	-0.213435	-0.157450	8.378609	
5.990000	-0.214589	-0.073148	8.433608	
6.000000	-0.214897	0.011537	8.455329	

